Date,JPM_Close,VIX_Decimal,Risk_Free_Rate,Daily_Return,Rolling_Vol_20d,Dividend_Growth_Proxy,VIX_JPM_Corr_20d,IR_Momentum_10d,JPM_SMA20_Disparity,IV_RV_Spread,Rate_Delta
2020-02-14,116.1241,0.1368,0.0155,-0.0031,0.186,0.3053,-0.817,0.0154,0.0106,-0.0492,-0.0001
2020-02-18,114.5866,0.1483,0.0155,-0.0133,0.19,0.3031,-0.8235,0.0154,-0.0019,-0.0417,0.0
2020-02-19,116.1494,0.1438,0.0155,0.0135,0.1935,0.3031,-0.8141,0.0155,0.0115,-0.0497,0.0
2020-02-20,116.1494,0.1556,0.0155,0.0,0.1935,0.3021,-0.8043,0.0155,0.0112,-0.0379,0.0
2020-02-21,114.7302,0.1708,0.0153,-0.0123,0.1985,0.3005,-0.8135,0.0155,-0.0009,-0.0277,-0.0002
2020-02-24,111.6467,0.2503,0.015,-0.0272,0.2021,0.299,-0.8441,0.0154,-0.0274,0.0482,-0.0003
2020-02-25,106.6625,0.2785,0.015,-0.0457,0.2575,0.2955,-0.7945,0.0154,-0.0688,0.021,0.0
2020-02-26,106.9835,0.2756,0.015,0.003,0.2471,0.2918,-0.7804,0.0153,-0.0633,0.0285,0.0
2020-02-27,102.5315,0.3916,0.0142,-0.0425,0.284,0.2863,-0.8192,0.0152,-0.098,0.1076,-0.0008
2020-02-28,98.0879,0.4011,0.0125,-0.0443,0.3082,0.2785,-0.7228,0.0149,-0.1307,0.0929,-0.0017
2020-03-02,102.6582,0.3342,0.011,0.0455,0.3534,0.2737,-0.7854,0.0144,-0.0865,-0.0192,-0.0015
2020-03-03,98.806,0.3682,0.0093,-0.0382,0.37,0.267,-0.7827,0.0138,-0.1153,-0.0018,-0.0017
2020-03-04,101.2474,0.3199,0.0071,0.0244,0.3792,0.261,-0.7968,0.013,-0.0882,-0.0593,-0.0022
2020-03-05,96.2801,0.3962,0.0061,-0.0503,0.3998,0.2517,-0.8263,0.012,-0.125,-0.0036,-0.001
2020-03-06,91.3043,0.4194,0.0045,-0.0531,0.4266,0.24,-0.7888,0.011,-0.1607,-0.0072,-0.0016
2020-03-09,78.9367,0.5446,0.0032,-0.1456,0.6355,0.2204,-0.8361,0.0098,-0.2619,-0.0909,-0.0013
2020-03-10,85.0698,0.473,0.0043,0.0748,0.7145,0.2033,-0.862,0.0087,-0.1927,-0.2415,0.0011
2020-03-11,81.0655,0.539,0.0041,-0.0482,0.7203,0.1836,-0.8647,0.0076,-0.2175,-0.1813,-0.0002
2020-03-12,74.3833,0.7547,0.0033,-0.086,0.7554,0.1603,-0.832,0.0065,-0.2671,-0.0007,-0.0008
2020-03-13,87.7816,0.5783,0.0027,0.1656,1.0076,0.1451,-0.8878,0.0056,-0.1227,-0.4293,-0.0006
2020-03-16,74.6452,0.8269,0.0024,-0.1621,1.1346,0.121,-0.9127,0.0047,-0.2382,-0.3077,-0.0003
2020-03-17,79.207,0.7591,0.0019,0.0593,1.1707,0.1018,-0.9179,0.004,-0.1768,-0.4116,-0.0005
2020-03-18,70.869,0.7645,0.0002,-0.1112,1.2086,0.0763,-0.8659,0.0033,-0.2457,-0.4441,-0.0017
2020-03-19,72.0601,0.72,0.0004,0.0167,1.2146,0.053,-0.8678,0.0027,-0.2146,-0.4946,0.0002
2020-03-20,70.5395,0.6604,0.0005,-0.0213,1.2139,0.0299,-0.8529,0.0023,-0.2122,-0.5535,0.0001
2020-03-23,66.7633,0.6159,0.0002,-0.055,1.2188,0.0068,-0.8333,0.002,-0.2352,-0.6029,-0.0003
2020-03-24,74.7043,0.6167,0.0001,0.1124,1.3101,-0.0075,-0.7873,0.0016,-0.1283,-0.6934,-0.0001
2020-03-25,77.4921,0.6395,-0.0004,0.0366,1.3226,-0.0211,-0.7764,0.0011,-0.0799,-0.6831,-0.0005
2020-03-26,82.8903,0.61,-0.0005,0.0673,1.3507,-0.029,-0.7805,0.0008,-0.0042,-0.7407,-0.0001
2020-03-27,76.9852,0.6554,0.0003,-0.0739,1.3645,-0.0393,-0.7836,0.0005,-0.0633,-0.7091,0.0008
2020-03-30,78.9873,0.5708,0.0012,0.0257,1.3552,-0.0508,-0.7772,0.0004,-0.0249,-0.7844,0.0009
2020-03-31,76.0559,0.5354,0.0011,-0.0378,1.3551,-0.0641,-0.7638,0.0003,-0.0477,-0.8197,-0.0001
2020-04-01,71.266,0.5706,0.0009,-0.065,1.3594,-0.0822,-0.7602,0.0004,-0.0906,-0.7888,-0.0002
2020-04-02,73.9271,0.5091,0.0009,0.0367,1.3667,-0.0962,-0.7633,0.0004,-0.043,-0.8576,0.0
2020-04-03,71.742,0.468,0.001,-0.03,1.3602,-0.1099,-0.7542,0.0005,-0.0594,-0.8922,0.0001
2020-04-06,76.3597,0.4524,0.0015,0.0624,1.2879,-0.113,-0.7205,0.0006,0.0029,-0.8355,0.0005
2020-04-07,77.3669,0.467,0.0014,0.0131,1.2575,-0.1187,-0.7081,0.0007,0.0213,-0.7905,-0.0001
2020-04-08,80.491,0.4335,0.0022,0.0396,1.2559,-0.1199,-0.7038,0.001,0.0629,-0.8224,0.0008
2020-04-09,87.7121,0.4167,0.0025,0.0859,1.2486,-0.1125,-0.6783,0.0013,0.1482,-0.8319,0.0003
2020-04-13,83.8113,0.4117,0.0026,-0.0455,1.1132,-0.1156,-0.5816,0.0015,0.1,-0.7015,0.0001
2020-04-14,81.5152,0.3776,0.002,-0.0278,0.9472,-0.1137,-0.265,0.0016,0.065,-0.5696,-0.0006
2020-04-15,77.495,0.4084,0.0014,-0.0506,0.943,-0.1165,-0.262,0.0016,0.0136,-0.5346,-0.0006
2020-04-16,74.5417,0.4011,0.0014,-0.0389,0.8625,-0.1163,-0.2289,0.0017,-0.0273,-0.4614,0.0
2020-04-17,81.2421,0.3815,0.0012,0.0861,0.9114,-0.1151,-0.2156,0.0017,0.0538,-0.5299,-0.0002
2020-04-20,78.2803,0.4383,0.0012,-0.0371,0.9194,-0.1152,-0.3062,0.0017,0.0103,-0.4811,0.0
2020-04-21,76.0098,0.4541,0.0011,-0.0294,0.9014,-0.1156,-0.3927,0.0017,-0.0248,-0.4473,-0.0001
2020-04-22,76.2573,0.4198,0.0012,0.0033,0.81,-0.1219,-0.4618,0.0017,-0.0226,-0.3902,0.0001
2020-04-23,76.3,0.4138,0.0011,0.0006,0.799,-0.1295,-0.5137,0.0016,-0.0213,-0.3852,-0.0001
2020-04-24,77.4267,0.3593,0.0012,0.0147,0.7604,-0.1399,-0.509,0.0014,-0.0034,-0.4011,0.0001
2020-04-27,80.7641,0.3329,0.0012,0.0422,0.7287,-0.1442,-0.4415,0.0013,0.0371,-0.3958,0.0
2020-04-28,81.336,0.3357,0.0011,0.0071,0.7238,-0.15,-0.4332,0.0012,0.0428,-0.3881,-0.0001
2020-04-29,83.5297,0.3123,0.001,0.0266,0.7134,-0.1509,-0.4933,0.0012,0.0659,-0.4011,-0.0001
2020-04-30,81.7372,0.3415,0.0009,-0.0217,0.6727,-0.149,-0.4407,0.0011,0.0361,-0.3312,-0.0001
2020-05-01,79.5947,0.3719,0.0012,-0.0266,0.6729,-0.1502,-0.4401,0.0011,0.0053,-0.301,0.0003
2020-05-04,78.6473,0.3597,0.0013,-0.012,0.6639,-0.1504,-0.5133,0.0011,-0.011,-0.3042,0.0001
2020-05-05,78.5278,0.3361,0.0013,-0.0015,0.628,-0.1534,-0.5066,0.0012,-0.0138,-0.2919,0.0
2020-05-06,77.0511,0.3412,0.0012,-0.019,0.6303,-0.1571,-0.5327,0.0012,-0.0322,-0.2891,-0.0001
2020-05-07,77.8535,0.3144,0.0011,0.0104,0.6142,-0.1623,-0.5094,0.0012,-0.0205,-0.2998,-0.0001
2020-05-08,79.1253,0.2798,0.0012,0.0162,0.5259,-0.1708,-0.5598,0.0012,0.0009,-0.2461,0.0001
2020-05-11,76.7951,0.2757,0.0012,-0.0299,0.5127,-0.178,-0.5737,0.0012,-0.0242,-0.237,0.0
2020-05-12,74.2856,0.3304,0.0013,-0.0332,0.5164,-0.1819,-0.6522,0.0012,-0.0518,-0.186,0.0001
2020-05-13,71.7249,0.3528,0.0013,-0.0351,0.5008,-0.1859,-0.6389,0.0012,-0.0811,-0.148,0.0
2020-05-14,74.7038,0.3261,0.0012,0.0407,0.5067,-0.1852,-0.6839,0.0012,-0.043,-0.1806,-0.0001
2020-05-15,73.3211,0.3189,0.0012,-0.0187,0.3951,-0.1891,-0.7791,0.0012,-0.0559,-0.0762,0.0
2020-05-18,77.2048,0.293,0.0013,0.0516,0.4242,-0.1885,-0.7371,0.0012,-0.0052,-0.1312,0.0001
2020-05-19,75.6854,0.3053,0.0013,-0.0199,0.417,-0.1878,-0.7326,0.0012,-0.0246,-0.1117,0.0
2020-05-20,77.9559,0.2799,0.0012,0.0296,0.4301,-0.1858,-0.7539,0.0012,0.0036,-0.1502,-0.0001
2020-05-21,76.9658,0.2953,0.0012,-0.0128,0.4329,-0.1841,-0.7571,0.0012,-0.0096,-0.1376,0.0
2020-05-22,76.3683,0.2816,0.0012,-0.0078,0.4305,-0.1826,-0.7732,0.0012,-0.0166,-0.1489,0.0
2020-05-26,81.7884,0.2801,0.0014,0.0686,0.4733,-0.1798,-0.6395,0.0013,0.0525,-0.1932,0.0002
2020-05-27,86.5257,0.2762,0.0015,0.0563,0.5129,-0.1733,-0.597,0.0013,0.1097,-0.2367,0.0001
2020-05-28,85.2368,0.2859,0.0015,-0.015,0.5088,-0.1688,-0.5884,0.0013,0.092,-0.2229,0.0
2020-05-29,83.0602,0.2751,0.0014,-0.0259,0.5115,-0.1644,-0.5446,0.0013,0.0632,-0.2364,-0.0001
2020-06-01,84.1613,0.2823,0.0014,0.0132,0.5027,-0.1573,-0.5013,0.0013,0.0742,-0.2204,0.0
2020-06-02,84.443,0.2684,0.0015,0.0033,0.4996,-0.1494,-0.5128,0.0014,0.0738,-0.2312,0.0001
2020-06-03,89.001,0.2566,0.0016,0.0526,0.5284,-0.1408,-0.5302,0.0014,0.1243,-0.2718,0.0001
2020-06-04,90.8532,0.2581,0.0015,0.0206,0.522,-0.1312,-0.5144,0.0014,0.1378,-0.2639,-0.0001
2020-06-05,94.9418,0.2452,0.0015,0.044,0.5372,-0.1202,-0.5357,0.0015,0.1764,-0.292,0.0
2020-06-08,96.8367,0.2581,0.0017,0.0198,0.5379,-0.1086,-0.5369,0.0015,0.1868,-0.2798,0.0002
2020-06-09,94.3529,0.2757,0.0019,-0.026,0.5342,-0.0974,-0.5922,0.0016,0.1441,-0.2585,0.0002
2020-06-10,90.5289,0.2757,0.0017,-0.0414,0.5437,-0.088,-0.5249,0.0016,0.087,-0.268,-0.0002
2020-06-11,82.9749,0.4079,0.0017,-0.0871,0.626,-0.0803,-0.6704,0.0016,-0.0104,-0.2181,0.0
2020-06-12,85.2453,0.3609,0.0016,0.027,0.6181,-0.0735,-0.6553,0.0016,0.0103,-0.2572,-0.0001
2020-06-15,86.4232,0.344,0.0018,0.0137,0.6112,-0.0646,-0.6724,0.0016,0.0164,-0.2672,0.0002
2020-06-16,87.1146,0.3367,0.0017,0.008,0.5894,-0.0579,-0.6574,0.0017,0.0186,-0.2527,-0.0001
2020-06-17,84.9124,0.3347,0.0017,-0.0256,0.5931,-0.0518,-0.6387,0.0017,-0.0125,-0.2584,0.0
2020-06-18,84.4515,0.3294,0.0016,-0.0054,0.5874,-0.047,-0.6235,0.0017,-0.0215,-0.258,-0.0001
2020-06-19,83.487,0.3512,0.0015,-0.0115,0.5869,-0.0426,-0.6245,0.0017,-0.0363,-0.2357,-0.0001
2020-06-22,82.5822,0.3177,0.0016,-0.0109,0.5879,-0.0391,-0.5953,0.0017,-0.0502,-0.2702,0.0001
2020-06-23,83.5894,0.3137,0.0016,0.0121,0.5375,-0.0375,-0.6436,0.0016,-0.0396,-0.2238,0.0
2020-06-24,80.7983,0.3384,0.0015,-0.034,0.5093,-0.0406,-0.6899,0.0016,-0.0686,-0.1709,-0.0001
2020-06-25,83.615,0.3222,0.0016,0.0343,0.5242,-0.0417,-0.6926,0.0016,-0.0352,-0.202,0.0001
2020-06-26,79.0314,0.3473,0.0014,-0.0564,0.5538,-0.045,-0.7171,0.0016,-0.086,-0.2065,-0.0002
2020-06-29,79.3814,0.3178,0.0014,0.0044,0.5514,-0.0506,-0.718,0.0016,-0.0794,-0.2336,0.0
2020-06-30,80.2861,0.3043,0.0016,0.0113,0.5533,-0.0564,-0.7206,0.0016,-0.0667,-0.249,0.0002
2020-07-01,79.6033,0.2862,0.0014,-0.0085,0.5137,-0.0638,-0.735,0.0015,-0.0695,-0.2275,-0.0002
2020-07-02,79.8618,0.2768,0.0014,0.0032,0.5056,-0.0718,-0.7499,0.0015,-0.0605,-0.2288,0.0
2020-07-06,81.8786,0.2794,0.0015,0.0249,0.4845,-0.081,-0.7494,0.0015,-0.0293,-0.2051,0.0001
2020-07-07,79.5688,0.2943,0.0015,-0.0286,0.4789,-0.0928,-0.7852,0.0015,-0.0469,-0.1846,0.0
2020-07-08,80.4135,0.2808,0.0015,0.0106,0.4801,-0.1025,-0.7842,0.0015,-0.0287,-0.1993,0.0
2020-07-09,78.6724,0.2926,0.0013,-0.0219,0.4669,-0.1109,-0.8132,0.0015,-0.0429,-0.1743,-0.0002
2020-07-10,82.9732,0.2729,0.0013,0.0532,0.4099,-0.1134,-0.6488,0.0014,0.0095,-0.137,0.0
2020-07-13,84.1626,0.3219,0.0014,0.0142,0.4011,-0.117,-0.4257,0.0014,0.0246,-0.0792,0.0001
2020-07-14,84.6453,0.2952,0.0015,0.0057,0.3983,-0.1202,-0.4137,0.0014,0.0316,-0.1031,0.0001
2020-07-15,85.9553,0.2776,0.0016,0.0154,0.4014,-0.1238,-0.4253,0.0014,0.0483,-0.1238,0.0001
2020-07-16,86.1967,0.28,0.0011,0.0028,0.3905,-0.1249,-0.4329,0.0014,0.0504,-0.1105,-0.0005
2020-07-17,84.6022,0.2568,0.0011,-0.0187,0.3961,-0.1273,-0.3822,0.0014,0.0309,-0.1393,0.0
2020-07-20,83.861,0.2446,0.0013,-0.0088,0.3951,-0.1289,-0.3596,0.0014,0.0216,-0.1505,0.0002
2020-07-21,85.6796,0.2484,0.0013,0.0215,0.3997,-0.1296,-0.3913,0.0013,0.0418,-0.1513,0.0
2020-07-22,85.059,0.2432,0.0013,-0.0073,0.399,-0.1325,-0.3898,0.0013,0.0334,-0.1558,0.0
2020-07-23,85.3089,0.2608,0.0012,0.0029,0.3772,-0.1342,-0.3058,0.0013,0.0336,-0.1164,-0.0001
2020-07-24,84.7056,0.2584,0.0011,-0.0071,0.3595,-0.1371,-0.2766,0.0013,0.0256,-0.1011,-0.0001
2020-07-27,83.5162,0.2474,0.0011,-0.0141,0.2963,-0.138,-0.0807,0.0013,0.0084,-0.0489,0.0
2020-07-28,83.8782,0.2544,0.0011,0.0043,0.2963,-0.1374,-0.0746,0.0012,0.0101,-0.0419,0.0
2020-07-29,85.9122,0.241,0.0011,0.024,0.3044,-0.1352,-0.0925,0.0012,0.0311,-0.0634,0.0
2020-07-30,83.6196,0.2476,0.0009,-0.027,0.3207,-0.134,-0.1564,0.0012,0.0012,-0.0731,-0.0002
2020-07-31,83.2921,0.2446,0.0009,-0.0039,0.3215,-0.132,-0.1545,0.0011,-0.0048,-0.0769,0.0
2020-08-03,82.8267,0.2428,0.001,-0.0056,0.3108,-0.1311,-0.1758,0.0011,-0.0109,-0.068,0.0001
2020-08-04,82.3527,0.2376,0.0009,-0.0057,0.2924,-0.1279,-0.1019,0.0011,-0.0182,-0.0548,-0.0001
2020-08-05,83.7834,0.2299,0.001,0.0172,0.296,-0.1246,-0.0987,0.001,-0.0032,-0.0661,0.0001
2020-08-06,83.8093,0.2265,0.001,0.0003,0.2824,-0.1192,-0.0405,0.001,-0.0059,-0.0559,0.0
2020-08-07,85.6537,0.2221,0.001,0.0218,0.2245,-0.1157,0.1392,0.001,0.0144,-0.0024,0.0
2020-08-10,86.7397,0.2213,0.0011,0.0126,0.2234,-0.1117,-0.0134,0.001,0.0257,-0.0021,0.0001
2020-08-11,89.4804,0.2403,0.0011,0.0311,0.2467,-0.1061,0.2281,0.001,0.055,-0.0064,0.0
2020-08-12,88.722,0.2228,0.0011,-0.0085,0.2451,-0.1019,0.3447,0.001,0.0444,-0.0223,0.0
2020-08-13,88.2307,0.2213,0.001,-0.0056,0.2463,-0.0966,0.3396,0.001,0.0374,-0.025,-0.0001
2020-08-14,88.2652,0.2205,0.001,0.0004,0.235,-0.0901,0.2372,0.001,0.0356,-0.0145,0.0
2020-08-17,85.9381,0.2135,0.001,-0.0267,0.2539,-0.0863,0.2402,0.001,0.007,-0.0404,0.0
2020-08-18,84.7401,0.2151,0.0009,-0.014,0.2476,-0.0843,0.1876,0.001,-0.0065,-0.0325,-0.0001
2020-08-19,84.9383,0.2254,0.0011,0.0023,0.2465,-0.0804,0.1828,0.001,-0.0041,-0.0211,0.0002
2020-08-20,83.9213,0.2272,0.0011,-0.012,0.2498,-0.0771,0.1627,0.001,-0.0152,-0.0226,0.0
2020-08-21,83.8782,0.2254,0.001,-0.0005,0.2487,-0.0744,0.1615,0.001,-0.0152,-0.0233,-0.0001
2020-08-24,86.2398,0.2237,0.0012,0.0278,0.2623,-0.0682,0.0996,0.001,0.0109,-0.0386,0.0002
2020-08-25,86.619,0.2203,0.0011,0.0044,0.2623,-0.0626,0.0908,0.0011,0.0137,-0.042,-0.0001
2020-08-26,85.4037,0.2327,0.0011,-0.0141,0.2539,-0.0585,0.1297,0.0011,-0.0002,-0.0212,0.0
2020-08-27,88.2135,0.2447,0.0011,0.0324,0.2585,-0.0516,0.3498,0.0011,0.0299,-0.0138,0.0
2020-08-28,88.5754,0.2296,0.001,0.0041,0.2573,-0.0469,0.3129,0.0011,0.0309,-0.0277,-0.0001
2020-08-31,86.3518,0.2641,0.0011,-0.0254,0.2752,-0.0434,-0.0323,0.0011,0.003,-0.0111,0.0001
2020-09-01,86.3087,0.2612,0.0012,-0.0005,0.2738,-0.0406,-0.0428,0.0011,0.0002,-0.0126,0.0001
2020-09-02,87.6101,0.2657,0.0012,0.015,0.2723,-0.0381,0.0026,0.0011,0.013,-0.0066,0.0
2020-09-03,87.3344,0.336,0.0011,-0.0032,0.2729,-0.038,-0.057,0.0011,0.0078,0.0631,-0.0001
2020-09-04,89.2219,0.3075,0.0011,0.0214,0.2725,-0.0372,-0.1224,0.0011,0.0275,0.035,0.0
2020-09-08,86.1191,0.3146,0.0013,-0.0354,0.2998,-0.0401,-0.116,0.0011,-0.0079,0.0148,0.0002
2020-09-09,86.9379,0.2881,0.0012,0.0095,0.2787,-0.0457,-0.2333,0.0011,0.003,0.0094,-0.0001
2020-09-10,86.0415,0.2971,0.0012,-0.0104,0.2794,-0.0507,-0.2664,0.0012,-0.0058,0.0177,0.0
2020-09-11,87.1102,0.2687,0.0011,0.0123,0.2832,-0.0572,-0.308,0.0012,0.0072,-0.0145,-0.0001
2020-09-14,88.3169,0.2585,0.0011,0.0138,0.2878,-0.0638,-0.3232,0.0012,0.0211,-0.0293,0.0
2020-09-15,85.5675,0.2559,0.0011,-0.0316,0.2943,-0.0691,-0.3292,0.0012,-0.0105,-0.0384,0.0
2020-09-16,85.9295,0.2604,0.0012,0.0042,0.29,-0.0727,-0.3339,0.0012,-0.007,-0.0296,0.0001
2020-09-17,84.9469,0.2646,0.0009,-0.0115,0.2931,-0.0782,-0.3367,0.0011,-0.0183,-0.0285,-0.0003
2020-09-18,84.7659,0.2583,0.001,-0.0021,0.2898,-0.0829,-0.3368,0.0011,-0.0209,-0.0315,0.0001
2020-09-21,82.1458,0.2778,0.001,-0.0314,0.3112,-0.0884,-0.3738,0.0011,-0.0502,-0.0334,0.0
2020-09-22,81.2495,0.2686,0.001,-0.011,0.2935,-0.0971,-0.3653,0.0011,-0.0579,-0.0249,0.0
2020-09-23,79.9308,0.2858,0.0011,-0.0164,0.2959,-0.1058,-0.3763,0.0011,-0.0695,-0.0101,0.0001
2020-09-24,79.8618,0.2851,0.001,-0.0009,0.2936,-0.1147,-0.3696,0.0011,-0.0673,-0.0085,-0.0001
2020-09-25,80.5599,0.2638,0.001,0.0087,0.2661,-0.1238,-0.4888,0.001,-0.055,-0.0023,0.0
2020-09-28,82.8784,0.2619,0.0011,0.0284,0.2895,-0.1309,-0.4515,0.001,-0.0245,-0.0276,0.0001
2020-09-29,82.1803,0.2627,0.0009,-0.0085,0.2784,-0.1368,-0.3931,0.001,-0.0303,-0.0157,-0.0002
2020-09-30,82.9732,0.2637,0.001,0.0096,0.2816,-0.1419,-0.3865,0.001,-0.019,-0.0179,0.0001
2020-10-01,83.5766,0.267,0.0009,0.0072,0.2767,-0.1457,-0.3999,0.001,-0.0095,-0.0097,-0.0001
2020-10-02,84.3695,0.2763,0.0009,0.0094,0.2798,-0.1478,-0.5607,0.001,0.0016,-0.0035,0.0
2020-10-05,86.1527,0.2796,0.001,0.0209,0.2793,-0.1508,-0.4475,0.001,0.0246,0.0003,0.0001
2020-10-06,85.2654,0.2948,0.001,-0.0104,0.2522,-0.1513,-0.4472,0.001,0.0146,0.0426,0.0
2020-10-07,86.7529,0.2806,0.001,0.0173,0.2577,-0.1496,-0.4696,0.001,0.0324,0.0229,0.0
2020-10-08,88.5362,0.2636,0.0009,0.0203,0.2645,-0.1465,-0.497,0.001,0.0521,-0.0009,-0.0001
2020-10-09,88.0317,0.25,0.001,-0.0057,0.2624,-0.1448,-0.448,0.001,0.0455,-0.0124,0.0001
2020-10-12,89.1103,0.2507,0.0011,0.0122,0.2614,-0.143,-0.417,0.001,0.0578,-0.0107,0.0001
2020-10-13,87.6663,0.2607,0.0011,-0.0163,0.2413,-0.1411,-0.5209,0.001,0.0394,0.0194,0.0
2020-10-14,87.1792,0.264,0.0012,-0.0056,0.2422,-0.1413,-0.5305,0.001,0.0328,0.0218,0.0001
2020-10-15,88.484,0.2697,0.0011,0.0149,0.2427,-0.1397,-0.4898,0.001,0.0461,0.027,-0.0001
2020-10-16,88.3013,0.2741,0.0011,-0.0021,0.2426,-0.1384,-0.5067,0.001,0.0418,0.0315,0.0
2020-10-19,86.8139,0.2918,0.0011,-0.017,0.2207,-0.1368,-0.4602,0.0011,0.0214,0.0711,0.0
2020-10-20,87.3097,0.2935,0.001,0.0057,0.2148,-0.1355,-0.5349,0.0011,0.0236,0.0787,-0.0001
2020-10-21,86.4398,0.2865,0.001,-0.01,0.208,-0.1351,-0.4098,0.0011,0.0095,0.0785,0.0
2020-10-22,89.4931,0.2811,0.0009,0.0347,0.2339,-0.1327,-0.4181,0.0011,0.0394,0.0472,-0.0001
2020-10-23,90.3021,0.2755,0.001,0.009,0.234,-0.1307,-0.4529,0.0011,0.0429,0.0415,0.0001
2020-10-26,88.0665,0.3246,0.0011,-0.0251,0.2421,-0.1315,-0.6001,0.0011,0.014,0.0825,0.0001
2020-10-27,86.405,0.3335,0.001,-0.019,0.2515,-0.133,-0.6108,0.001,-0.0075,0.082,-0.0001
2020-10-28,83.978,0.4028,0.001,-0.0285,0.2727,-0.1373,-0.6757,0.001,-0.036,0.1301,0.0
2020-10-29,84.526,0.3759,0.0009,0.0065,0.2725,-0.1423,-0.6591,0.001,-0.0302,0.1034,-0.0001
2020-10-30,85.2828,0.3802,0.0009,0.0089,0.2722,-0.1472,-0.6664,0.001,-0.022,0.108,0.0
2020-11-02,87.2053,0.3713,0.0009,0.0223,0.2736,-0.152,-0.6932,0.001,-0.0006,0.0977,0.0
2020-11-03,89.9541,0.3555,0.001,0.031,0.2906,-0.1553,-0.7007,0.001,0.0281,0.0649,0.0001
2020-11-04,87.2053,0.2957,0.001,-0.031,0.3084,-0.1622,-0.3287,0.001,-0.0035,-0.0127,0.0
2020-11-05,90.7718,0.2758,0.001,0.0401,0.3325,-0.1678,-0.3479,0.001,0.0359,-0.0567,0.0
2020-11-06,89.5627,0.2486,0.001,-0.0134,0.3357,-0.1735,-0.3092,0.001,0.0212,-0.0871,0.0
2020-11-09,101.6888,0.2575,0.0011,0.127,0.5597,-0.1726,-0.1253,0.001,0.1512,-0.3022,0.0001
2020-11-10,101.3582,0.248,0.001,-0.0033,0.5545,-0.1709,-0.108,0.001,0.1386,-0.3065,-0.0001
2020-11-11,99.8446,0.2345,0.001,-0.015,0.5584,-0.1678,-0.0884,0.001,0.1137,-0.3239,0.0
2020-11-12,98.6181,0.2535,0.001,-0.0124,0.5615,-0.1659,-0.1103,0.001,0.0939,-0.308,0.0
2020-11-13,99.2357,0.231,0.0009,0.0062,0.5608,-0.1634,-0.1072,0.001,0.0941,-0.3298,-0.0001
2020-11-16,102.0367,0.2245,0.0009,0.0278,0.5592,-0.1589,-0.0865,0.001,0.1156,-0.3347,0.0
2020-11-17,101.0016,0.2271,0.0009,-0.0102,0.5629,-0.1544,-0.0911,0.001,0.0961,-0.3358,0.0
2020-11-18,100.2534,0.2384,0.0009,-0.0074,0.5619,-0.1492,-0.1059,0.001,0.0799,-0.3235,0.0
2020-11-19,100.5231,0.2311,0.0007,0.0027,0.5527,-0.1452,-0.102,0.0009,0.0764,-0.3216,-0.0002
2020-11-20,99.6619,0.237,0.0007,-0.0086,0.5549,-0.1422,-0.1069,0.0009,0.0618,-0.3179,0.0
2020-11-23,102.5325,0.2266,0.0008,0.0284,0.549,-0.1364,-0.0287,0.0009,0.0841,-0.3224,0.0001
2020-11-24,107.2734,0.2164,0.0009,0.0452,0.555,-0.1275,-0.0146,0.0009,0.1218,-0.3386,0.0001
2020-11-25,106.1512,0.2125,0.0009,-0.0105,0.5416,-0.1179,0.2443,0.0009,0.0973,-0.3291,0.0
2020-11-27,105.4466,0.2084,0.0009,-0.0067,0.5453,-0.1093,0.2333,0.0008,0.0784,-0.3369,0.0
2020-11-30,102.5412,0.2057,0.0008,-0.0279,0.5626,-0.1027,0.2105,0.0008,0.0395,-0.3569,-0.0001
2020-12-01,104.1592,0.2077,0.0009,0.0157,0.561,-0.0952,0.2155,0.0008,0.0469,-0.3533,0.0001
2020-12-02,106.1599,0.2117,0.0009,0.019,0.5564,-0.0873,0.243,0.0008,0.0584,-0.3447,0.0
2020-12-03,105.464,0.2128,0.0008,-0.0066,0.54,-0.0791,0.0627,0.0008,0.042,-0.3272,-0.0001
2020-12-04,106.4209,0.2079,0.0009,0.009,0.5277,-0.0725,0.1406,0.0008,0.0434,-0.3198,0.0001
2020-12-07,106.0208,0.213,0.0008,-0.0038,0.5237,-0.066,0.0585,0.0009,0.0311,-0.3107,-0.0001
2020-12-08,106.1251,0.2068,0.0009,0.001,0.2794,-0.0654,-0.3147,0.0009,0.0299,-0.0726,0.0001
2020-12-09,105.2988,0.2227,0.0008,-0.0078,0.281,-0.0652,-0.3548,0.0009,0.02,-0.0583,-0.0001
2020-12-10,104.6203,0.2252,0.0008,-0.0065,0.2757,-0.0648,-0.4542,0.0008,0.011,-0.0505,0.0
2020-12-11,104.0026,0.2331,0.0008,-0.0059,0.2721,-0.0657,-0.4304,0.0008,0.0025,-0.039,0.0
2020-12-14,102.9066,0.2472,0.0009,-0.0106,0.2757,-0.067,-0.514,0.0008,-0.0098,-0.0285,0.0001
2020-12-15,104.6637,0.2289,0.0008,0.0169,0.2646,-0.0687,-0.5137,0.0008,0.0058,-0.0357,-0.0001
2020-12-16,104.9682,0.225,0.0009,0.0029,0.2611,-0.0695,-0.5097,0.0008,0.0068,-0.0361,0.0001
2020-12-17,104.0983,0.2193,0.0008,-0.0083,0.2615,-0.0704,-0.4677,0.0008,-0.0034,-0.0422,-0.0001
2020-12-18,103.5851,0.2157,0.0008,-0.0049,0.2626,-0.0718,-0.4624,0.0008,-0.0098,-0.0469,0.0
